CAGR,Max Drawdown,Win Rate,Trades,Remark,Stock
0.11663789633546773,-0.37036992931018525,0.5271966527196653,220,OK,ADBE
0.12547084755402205,-0.3760889883771305,0.5197215777262181,205,OK,AMZN
0.05401026076493354,-0.5714531979876123,0.48947368421052634,217,OK,BIDU
0.0831825332801277,-0.5970582987187915,0.5067340067340067,187,OK,META
0.29486088381640907,-0.4800401163876304,0.5036284470246735,189,OK,NFLX
0.2645866591080126,-0.5746636315899569,0.5214899713467048,209,OK,NVDA
0.40817680949300406,-0.5551650745562197,0.5341745531019979,205,OK,TSLA
