Stock,CAGR,WinRate,MaxDrawdown
TPR,0.029665951815486036,0.52,-0.6386567077809527
TRGP,0.22836103035185173,0.5335397316821465,-0.579422069293012
TRMB,0.0809603715224636,0.5221752903907075,-0.40340333761921365
TROW,0.08648064098235309,0.5321243523316063,-0.3154946390489876
TRV,0.09911845837339461,0.5458147597820703,-0.27358296343872346
TSCO,0.0723174081534208,0.5240722166499499,-0.48952236348691447
TSLA,0.3602849551733609,0.5183630640083945,-0.6664946761176348
TSN,0.08264000123818804,0.5317097919837646,-0.3782509100595364
TT,0.017339334850307475,0.5238095238095238,-0.5082855784347396
TTWO,0.13957413959425935,0.519669742593492,-0.3808056424704744
TXN,0.11783058268454649,0.5312805474095796,-0.26204154455440437
TXT,0.04868395705476947,0.5064532782653588,-0.38594339952739476
TYL,0.12881315044118757,0.5329198473282443,-0.5116657548826473
UAL,0.030823370049945398,0.5047669491525424,-0.6198303150336109
UBER,0.049764431794522945,0.4899665551839465,-0.5913745817021805
UDR,0.03449424100451859,0.5325062034739454,-0.311558014502582
UHS,0.05043779727892317,0.516566265060241,-0.5832068616198326
ULTA,0.16720784067001948,0.5183574879227053,-0.3695650900854321
UNH,0.015604137429391596,0.5124941065535125,-0.41333044767607313
UNP,0.06788706253250831,0.5100440960313571,-0.2801238037912863
UPS,0.09263963822159926,0.5269793242561776,-0.2980739339403042
URI,0.2706963984390973,0.5292397660818714,-0.43554094888856293
USB,0.028297844062527,0.5120451050743209,-0.37496082681991066
V,0.08010746951381287,0.5413394919168592,-0.34180699428598
VICI,0.08341826343393088,0.5337995337995338,-0.2488200774576368
VLO,0.13869779894607626,0.5236200895077076,-0.42678644738817617
VMC,0.07636616839223409,0.518848167539267,-0.368368488287208
VRSK,0.10865226967538288,0.541686517389233,-0.20368744653272844
VRSN,0.12152371067897683,0.5490380103237916,-0.23931957327447173
VRTX,-0.0028496825990347308,0.4991982896846606,-0.6980019964664552
VST,0.010872056589280366,0.5122428991185113,-0.5153417387732794
VTR,0.0411687093651123,0.5388104838709677,-0.45463904092579255
VTRS,-0.030456041495306674,0.5149700598802395,-0.8465566625371508
VZ,0.03661612413388071,0.5171662125340599,-0.29894297658221897
WAB,0.04969350314266485,0.5174275895925381,-0.41964327518317834
WAT,0.09434783211283349,0.5260058881256133,-0.31164659063901406
WBA,-0.04959352261118788,0.49266365688487584,-0.7465993018624794
WBD,-0.06339820230811688,0.48942093541202675,-0.8324214399625431
WDAY,0.05104609771070967,0.5246753246753246,-0.5180586073666535
WDC,0.08088579176379218,0.5193965517241379,-0.606793898479031
WEC,0.06100881324323493,0.5432393693263259,-0.26208892547331586
WELL,0.0902009037845144,0.5481296758104738,-0.3344408994203029
WFC,0.05041205456811437,0.5110330992978936,-0.38649853706682263
WM,0.09937418803910592,0.5546179090482888,-0.17105722526872183
WMB,0.05041250285692511,0.5246975806451613,-0.7521775195023875
WMT,0.07651542609853612,0.5354486861675756,-0.2693830201049093
WRB,0.06298048358816599,0.5316578057032383,-0.3891472626047071
WSM,0.13518216385844384,0.5117586912065439,-0.3756031758166071
WST,0.1756442217890184,0.548137397194001,-0.4598050889410495
WTW,0.019235657228822145,0.5210981189628876,-0.3940202461269257
WY,0.1300470601795396,0.5354288758657432,-0.2453558361137385
WYNN,0.008873829648508469,0.49476987447698745,-0.6678924379228431
XEL,0.03966254521423207,0.541686517389233,-0.2694189213723341
XOM,0.07139484364281201,0.5146982980917999,-0.24359320178847035
XYL,0.053314881567289696,0.5238359201773836,-0.33049509565176427
YUM,0.08498616224515554,0.5348615090735435,-0.35938425992576545
ZBH,0.03850134313354259,0.5028453181583031,-0.4657230932581736
ZBRA,0.17492956208034816,0.534633145202668,-0.4918303168254185
ZTS,0.053221625610004875,0.5247831474597274,-0.44115854882077254
