Stock,CAGR,WinRate,MaxDrawdown
CNP,0.026264037376168003,0.5164781111657649,-0.3990744483477706
COF,0.017399616803879914,0.5025562372188139,-0.5344749160137623
COO,0.12663193786232285,0.5279533300923676,-0.35489821926098486
COP,0.09180656040592483,0.5103229221810481,-0.3764247267330161
COR,0.09789404872428009,0.5467765390208434,-0.44439117084678215
COST,0.1478250343427483,0.5427782888684453,-0.2574766163469038
CPAY,0.10519745837291183,0.5343589743589744,-0.4606917716827311
CPB,-0.02356594265687928,0.5134715025906735,-0.6174302106099459
CPRT,0.11540788485916931,0.5403458213256485,-0.3361604407885878
CPT,0.07209604866420127,0.5388625592417061,-0.36223204905843104
CRL,0.10961270319212546,0.532328633932912,-0.6170165720158425
CRM,0.031034577689823983,0.511988011988012,-0.575546761902162
CRWD,0.19398358995438958,0.5186846038863976,-0.6072241065923346
CSCO,0.01365168024060992,0.5245,-0.3597704606934135
CSGP,0.04793177762234291,0.5134874759152216,-0.6014764345974372
CSX,0.1137093666467166,0.5298142717497556,-0.3956946951024628
CTAS,0.09725432089800079,0.5445269016697588,-0.3242234112387072
CTRA,-0.09034385259389244,0.4691969196919692,-0.8486300642317984
CTSH,0.036515700915827454,0.5059493016037248,-0.35740366770003146
CTVA,0.012011732889362303,0.5140495867768595,-0.3389268855989027
CVS,0.028078151052728817,0.5201863354037267,-0.49120562146110136
CVX,0.06850835906269248,0.5296850800206505,-0.35821644453480944
CZR,0.28023612761856076,0.5258620689655172,-0.47221619249722296
D,-0.0024466283324030558,0.5225450901803608,-0.4090068031378889
DAL,0.012302695685540321,0.5189535504538174,-0.5749288774009125
DASH,-0.23847905248028656,0.4910025706940874,-0.7117325774517368
DAY,0.01906297732407669,0.5362134688691232,-0.5125927253883659
DD,0.05283432313124603,0.506426735218509,-0.36629854194533285
DE,0.07904383770251111,0.5262096774193549,-0.32636052279488054
DECK,0.08021851179524564,0.5356962025316455,-0.6101912720712324
DELL,0.19709907182048414,0.5445632798573975,-0.4077735694799736
DG,0.09996912794359392,0.5236418511066399,-0.22582127546480035
DGX,0.08072671232986561,0.5307888040712468,-0.2536188031718557
DHI,0.11704252183664776,0.5158371040723982,-0.4628954682227816
DHR,0.139124262146473,0.526416906820365,-0.2995888149539564
DIS,0.01661407952955707,0.5130035696073432,-0.5669716271256952
DLR,0.0007280027354630292,0.5382703777335984,-0.5145130502014406
DLTR,0.08386644733935245,0.5200386286817963,-0.41681979300572447
DOC,0.051901769995414515,0.5290155440414508,-0.3505624824781837
DOV,0.1306812561466293,0.5395752895752896,-0.2318522754010601
DOW,0.07869777205044759,0.5039745627980922,-0.23679732704773668
DPZ,0.17376762584454974,0.5396975425330813,-0.2877080267861744
DRI,0.09916040822153427,0.5209580838323353,-0.4317872384687796
DTE,0.09034208951878053,0.5494557501183152,-0.2350782681873609
DUK,0.07579641674661008,0.5359036144578313,-0.19370350208676881
DVA,0.017871137088484312,0.5198147195059187,-0.54785679713062
DVN,0.04451617019456977,0.49577940348902644,-0.586005019380662
DXCM,0.22148733580777602,0.5245098039215687,-0.4241423629455412
EA,0.05353221457730939,0.5175215845606908,-0.549666564250742
EBAY,0.0469044957783209,0.5039872408293461,-0.4282279597613562
ECL,0.06020394960476105,0.5402635431918009,-0.4497373563404241
ED,0.013921314467359558,0.5384990253411306,-0.3369628834863941
EFX,0.14690169242611995,0.5349056603773585,-0.2588538726375107
EG,0.040750731134401086,0.518830525272547,-0.3264272383311874
EIX,0.04053224177290127,0.5154185022026432,-0.23810730933832772
EL,0.09340675039183055,0.5139228138739619,-0.2626151479309285
ELV,0.019458384739542645,0.5172754195459033,-0.37376873557386686
EMN,0.08198013933912107,0.5103199174406605,-0.4020802145843121
EMR,0.07571521801492853,0.5276923076923077,-0.286771771907258
ENPH,0.3705146672862212,0.5151710781149128,-0.6757948317283279
EOG,0.02113807814319557,0.49755301794453505,-0.44729687537457796
EPAM,0.2103003887924293,0.5454545454545454,-0.5467403178378528
EQIX,0.061473976666329255,0.5290135396518375,-0.33896239738702666
EQR,0.057529016456670634,0.5265772478887233,-0.24220390820375393
EQT,-0.05797841609023935,0.49121844127332603,-0.6760152893456793
ERIE,0.1301494103131451,0.5370192307692307,-0.3161220870948883
ES,0.06484119183042547,0.536779324055666,-0.2514278700210135
ESS,0.09054313254614987,0.5389221556886228,-0.3203326057306849
ETN,0.15615721488781387,0.5292383292383293,-0.2172767009311144
ETR,0.029468955791454254,0.5198979591836734,-0.3523564578941414
EVRG,0.04029278419019455,0.5303326810176126,-0.2497136663909264
EW,0.0610666844510559,0.524904214559387,-0.5755270048193467
EXC,-0.015247468878240023,0.5263157894736842,-0.37361124914492794
EXPD,0.0462187250846291,0.5184623166413759,-0.23942598911930102
EXPE,0.047544393291007125,0.5112704918032787,-0.5213631344585767
EXR,0.055305804420681115,0.5267942583732057,-0.5073637090590771
F,0.11935950468783973,0.5147997678467788,-0.5232667695824382
FANG,0.1150461776117131,0.5326569435637286,-0.48384947449109217
FAST,0.08557055247999301,0.5238836967808931,-0.3345006098569363
FCX,0.1150254340364878,0.5117581187010078,-0.721728407174277
FDS,0.05118368746744384,0.5516578567996155,-0.3015221088650058
FDX,0.09562398024620888,0.527455919395466,-0.4698730189506375
FE,-0.05372997565627491,0.5168481078278901,-0.6206245379446506
FFIV,0.09852146949455975,0.5235294117647059,-0.4285543056780621
FI,0.07408218973168301,0.5343839541547278,-0.35668290550168186
FICO,0.1671076529528588,0.5309947140797694,-0.2952729942082027
FIS,0.038730377345674416,0.5421446384039901,-0.5562712988717006
FITB,0.024576440684450418,0.5118626956082787,-0.4488087784424753
FOX,-0.005931417706200315,0.4683954619124797,-0.3467626233373478
FOXA,-0.027384555229300833,0.4819078947368421,-0.3472245613600148
FRT,0.02244756660380709,0.521047227926078,-0.5757567963152112
FSLR,0.07728278006062017,0.5016987542468856,-0.6942562641925987
FTNT,0.19454148044063957,0.5348055688910226,-0.5323022369250568
FTV,-0.0023637666062548135,0.508411214953271,-0.34192003850966923
GD,0.04999128629767813,0.5323529411764706,-0.2123756922045386
GDDY,0.03115267567463942,0.5311004784688995,-0.40390018936523814
GE,0.10496099107029933,0.5126234906695939,-0.46510382930456856
GEN,-0.00020483087776035358,0.5167123287671233,-0.6252095150362443
GILD,-0.03000782322852036,0.4930332261521972,-0.6859060071098223
GIS,-0.00512816169402075,0.5364446775039329,-0.4186275151842266
GL,0.09067081008502709,0.5369759773904852,-0.2982951458242994
GLW,-0.01511884084958226,0.5073170731707317,-0.4746970235629786
GM,0.023696776613093995,0.5052631578947369,-0.5980147175871642
GNRC,0.19755895486522146,0.5204134366925065,-0.4205536295053235
GOOG,0.04791472118568296,0.5101253616200578,-0.4565255349110788
GOOGL,0.03903234946864331,0.5094248429192847,-0.46730695429209435
GPC,0.1084728095705012,0.5385,-0.21315601478283874
GPN,0.09613344257898615,0.5472249269717624,-0.4836525212643078
GRMN,0.0838837388932896,0.5213849287169042,-0.43058740070200313
GS,0.028155532769410074,0.5150078988941548,-0.4956610287755695
GWW,0.1196132852712517,0.5314256515074093,-0.41915937616359733
HAL,0.09746053002642396,0.5038546255506607,-0.4324654327581293
HAS,0.06278708359998264,0.5299635226680562,-0.4068728516247287
HBAN,0.040247284545390505,0.5092918131592165,-0.48968398669000784
HCA,0.1510727753716734,0.5136876006441223,-0.3356240165320186
HD,0.15318601600224446,0.5414908579465542,-0.2690077760278609
HES,0.08482053035055603,0.5269909139497595,-0.38379907206140107
HIG,0.03321003551431989,0.5173934345908868,-0.43503827100229
HII,0.09239696493891025,0.5340909090909091,-0.3099681394024411
HLT,0.06204197716218052,0.5122448979591837,-0.3443691478411452
HOLX,0.03293797774822815,0.5096203848153926,-0.3833731682067468
HON,0.06526809391955313,0.5330480266286258,-0.2602923043826141
HPE,0.01871783038230168,0.5249320036264733,-0.45412250945250326
HPQ,0.026121315580529103,0.5174025974025974,-0.6011266218987997
HRL,0.018109816774732224,0.53336580613736,-0.45387189382176246
HSIC,0.03172993472496777,0.5222506393861892,-0.32976511007258974
HST,-0.004680573732383286,0.516008537886873,-0.6892526737605282
HSY,0.07324186945046662,0.5274240940254652,-0.2169338151697854
HUBB,0.12034451076838337,0.5264197530864198,-0.23680481292601974
HUM,-0.0011508512924690573,0.5202769535113749,-0.672530367077201
HWM,0.12032286501396117,0.5444126074498568,-0.4464855108236203
IBM,0.02596968663106547,0.5183023872679046,-0.30555871619036856
ICE,0.08320823251407594,0.5115934879131722,-0.30059763333557615
IDXX,0.11060413325009066,0.5512758786711603,-0.4334682596712742
IEX,0.0966493892905731,0.531190019193858,-0.1954673162022054
IFF,0.02738005966471757,0.5193954659949622,-0.4665789457933084
INCY,0.13432936170440635,0.5010989010989011,-0.6829553141269036
INTC,0.01017998716008095,0.5149449396958574,-0.6069531583963844
INTU,0.10560273992837144,0.5356643356643357,-0.40511546747933713
INVH,0.03510803604770829,0.5193798449612403,-0.3699352467738855
IP,0.024545108730141818,0.5036726128016789,-0.5284231817323642
IPG,0.06483320087002786,0.5260736196319018,-0.46204749366363246
IQV,0.01881195467758756,0.5022950819672131,-0.358262913659893
IR,-0.014601267730601553,0.5102669404517454,-0.4746530547255318
IRM,0.03177329498320902,0.5182774161241863,-0.4342543742798422
ISRG,0.08695621862789538,0.5281173594132029,-0.4193114296575756
IT,0.11781671315441189,0.5507448789571695,-0.38690438693506424
ITW,0.039285336273920723,0.5354645354645354,-0.368087705595712
IVZ,-0.021527589417449144,0.5016891891891891,-0.665037722238771
J,0.04645935191259576,0.5107161526398327,-0.4075680886077934
JBHT,0.05758673815537274,0.5063938618925832,-0.43899481764261145
JBL,0.14218985186048316,0.5335725269092773,-0.3373362188025494
JCI,0.04683888093309263,0.5234493192133132,-0.3828318742289005
JKHY,0.08025561692571048,0.5461429247515381,-0.3662090847249409
JNJ,0.03951091844019805,0.5182774161241863,-0.23422512116230576
JNPR,0.039930883390513205,0.5168975069252078,-0.4900315869357946
JPM,0.05965885425808115,0.5095862764883956,-0.4563526777013422
K,-0.017195746192340766,0.5248821372446307,-0.4974059641958074
KDP,0.10435138932136345,0.5383123181377304,-0.21089112123586187
KEY,0.043254976464628836,0.5087440381558028,-0.4834676432626487
KEYS,0.11342122614917227,0.5322703113135915,-0.35257776615422975
KHC,0.024839463166617115,0.506398537477148,-0.34932900984006554
KIM,0.000643971095145135,0.5219692959237692,-0.6077283999129893
KKR,0.08254937140331342,0.5275113579000504,-0.45486878151005655
KLAC,0.14062729624331083,0.5455840455840456,-0.38405163137824955
KMB,0.04832852638534679,0.5262353540499236,-0.24633725122220804
KMI,0.002590699640914629,0.4960147148988351,-0.519785114788596
KMX,0.1046921098229241,0.5099515868746638,-0.40039996464574645
KO,0.009237951955615387,0.5257281553398059,-0.2936795274696651
KR,0.06880153122545174,0.5293233082706766,-0.42285770642477755
L,-0.008024989374901703,0.509062661833247,-0.47375338413484835
LDOS,0.07606053611236252,0.5334023821853962,-0.4127289442710299
LEN,0.10598799441881268,0.4982278481012658,-0.5219266743747124
LH,0.06812530042629206,0.5158613958028306,-0.30861182624462136
LHX,0.08122745845814094,0.5311121999020089,-0.3916309076504574
LII,0.07177661043399519,0.536597428288823,-0.46274482744304846
LIN,0.04842550203328977,0.5159883720930233,-0.293406086416978
LKQ,0.08515825685840528,0.5269461077844312,-0.3403883447006736
LLY,0.11112223542990818,0.5482041587901701,-0.2555651092746621
LMT,0.046638746259141106,0.5367924528301887,-0.35363280390619045
LNT,0.06820967561460956,0.5388349514563107,-0.26069143454812604
LOW,0.1414774309660698,0.5404750363548231,-0.3382540902644683
LRCX,0.14376858957025407,0.5354368932038835,-0.4092000098583774
LULU,0.20255671311299928,0.5285786545270612,-0.4845913159041324
LUV,0.11171866276639442,0.5284510010537408,-0.42890887623214735
LVS,0.042540154493231785,0.5195210827693909,-0.6217295881005414
LW,0.18333204569446315,0.537243947858473,-0.3887010200827642
LYB,0.10977173684818209,0.5247009880395216,-0.43090637694384665
LYV,0.05166476336232373,0.5203980099502488,-0.5253875670739706
MA,0.15351915293643525,0.5414414414414415,-0.26616368546401764
MAA,0.0733701168008769,0.5356636750118091,-0.3362480788564627
MAR,0.13447232189398828,0.5300492610837438,-0.3000926389170259
MAS,0.09278058717185944,0.5216936748562467,-0.37049257024825477
MCD,0.05252278616541495,0.5323542909591555,-0.236309499077338
MCHP,0.08402453622788308,0.5193836978131213,-0.4274639738593683
MCK,0.006340059183178148,0.5073121533030761,-0.6361679969851683
MCO,0.17083067719156997,0.5510677808727948,-0.2619877940799062
MDLZ,0.020797733182717826,0.5173611111111112,-0.4300171342249045
MDT,0.04349963617396302,0.5208012326656395,-0.3361912384722266
MET,0.04438410887011557,0.5064935064935064,-0.31123769471902013
META,0.12546805303459307,0.5128354725787632,-0.4026081767592622
MGM,0.0040456845744254455,0.5076923076923077,-0.6045314533412696
MHK,0.005926230264878818,0.5120798319327731,-0.6407954787898467
MKC,0.043686409492780465,0.5410319410319411,-0.2768995956999099
MKTX,0.052311891788380915,0.5167249126310535,-0.6536732001760363
MLM,0.11705319312074125,0.5227629513343799,-0.28342268453742664
MMC,0.09165205324742542,0.535377358490566,-0.22760517962254706
MMM,0.005354206073499235,0.5249621785173979,-0.5397666593539707
MNST,0.12157040632226424,0.5233236151603499,-0.4900572406194037
MO,0.07637718435666607,0.55126953125,-0.39150669478329825
MOH,0.020048642860005295,0.5211406096361848,-0.6535625693926029
MOS,0.05152784182487724,0.5019326339039205,-0.6211659136586457
MPC,0.18003943135341705,0.532620320855615,-0.5674482898893892
MPWR,0.1526217707288109,0.5309178743961352,-0.34662883757794616
MRK,0.08811444755599918,0.5141679546625451,-0.1772847628082555
MRNA,0.23668396867502572,0.49517684887459806,-0.6891162523133015
MS,0.08791657101968653,0.5087900723888314,-0.42856140924572184
MSCI,0.1727508606395607,0.5411985018726592,-0.24291985815131295
MSFT,0.09637418669122044,0.5260248733302626,-0.3942819105426775
MSI,0.043322299557451815,0.5169738118331717,-0.2755963228886543
MTB,0.02002181270701353,0.5171161825726142,-0.4185926304991068
MTCH,0.08153065979727625,0.5031914893617021,-0.5505408927981915
MTD,0.1231667690695526,0.5452775073028238,-0.3998123160368738
MU,0.08296566136122285,0.5071090047393365,-0.6260830584286929
NCLH,-0.007178246121309129,0.4982626824183461,-0.6752112532883952
NDAQ,0.13816286275914735,0.5436660268714012,-0.380341837089116
NDSN,0.11288417911844828,0.5311572700296736,-0.4351390665043435
NEE,0.10141152248283314,0.5450892857142857,-0.3928702063798231
NEM,-0.003606209446806119,0.4933993399339934,-0.6100666355178725
NFLX,0.2827216730839739,0.5039525691699605,-0.47717364638135823
NI,0.028817296764276135,0.527493010251631,-0.31762387009271276
NKE,0.0544251064871899,0.5150789851603638,-0.406693804085471
NOC,0.05791223530561318,0.5256712199717382,-0.40192125978435966
NOW,0.09009463569512643,0.5367430922986478,-0.5848543427499125
NRG,0.07157125891007499,0.5269271383315733,-0.410489579774197
NSC,0.13133987616285103,0.5432098765432098,-0.2432589173080803
NTAP,0.08440682171132807,0.5309734513274337,-0.38266133121662393
NTRS,-0.0031972164581423046,0.526686807653575,-0.5212570236751581
NUE,0.06681793826587734,0.5,-0.3817351186597469
NVDA,0.22313034349105676,0.5217812197483059,-0.5407404752826322
NVR,0.041632309751854946,0.5162241887905604,-0.46784067114898786
NWS,-0.01221123069322605,0.48902346707040123,-0.5343306836842602
NWSA,0.007635331345116514,0.5029673590504451,-0.5368151621477073
NXPI,0.19189963771755258,0.533160621761658,-0.5558240244904366
O,0.07059676750410526,0.5400990099009901,-0.3442955931356847
ODFL,0.13732481943276986,0.5198279980888677,-0.4176334158481932
OKE,0.15019392458525505,0.5349061145883486,-0.5879942600413836
OMC,0.050150968573141164,0.5194942044257113,-0.47470311253795094
ON,0.1541871716432408,0.5302869287991498,-0.4638956293293885
ORCL,0.03520649688704203,0.5241206030150753,-0.46853101236068084
ORLY,0.14757880228945286,0.5345149253731343,-0.33394467239765757
OTIS,0.1102773739241596,0.5281306715063521,-0.25385084705775146
OXY,0.04834470285231496,0.5094972067039106,-0.5036904636072467
PANW,0.10731238583237523,0.5318772136953955,-0.43426084061933656
PARA,0.06520665735588493,0.519501625135428,-0.7684471175076837
PAYC,0.21709689513013308,0.5636875439831105,-0.5064772003206415
PAYX,0.10295862813167767,0.5386427898209236,-0.2589223300902392
PCAR,0.12452812777580102,0.5334045964724746,-0.2409570396147761
PCG,0.08048272602411166,0.5170962651236192,-0.3306791576038182
PEG,-4.238141796286676e-05,0.5279343926191696,-0.26177988529684637
PEP,0.043092552705048526,0.5214899713467048,-0.16784555676075466
PFE,0.07407893588260972,0.5077639751552795,-0.3347830567833833
PFG,0.07338024545571664,0.5294705294705294,-0.4415631369752269
PG,0.061526295003827114,0.5325062034739454,-0.17260075096196936
PGR,0.08126529461684329,0.5338417540514776,-0.30484196546369197
PH,0.09445353371184861,0.5211970074812967,-0.3722071645857138
PHM,0.14906569374503476,0.5255437531613556,-0.5399095590566506
PKG,0.09557493124472471,0.5360876057740169,-0.43622422337624683
PLD,0.07704478748180255,0.5416058394160584,-0.3107599542755751
PLTR,0.2538331792319859,0.49882903981264637,-0.5975833216486774
PM,0.0832627888830284,0.5372471632955106,-0.3268827784057057
PNC,0.051092734806407636,0.5083713850837138,-0.4426610458471656
PNR,0.03448572153937457,0.5141679546625451,-0.5526322020055008
PNW,0.061786484016101983,0.5312031952071892,-0.24476713763782443
PODD,0.09753826347364636,0.531003937007874,-0.5345478609579494
POOL,0.172910634883904,0.5297504798464492,-0.3954293549073974
PPG,0.07637123686435299,0.5243243243243243,-0.2622399013192083
PPL,0.025655171083452277,0.5226570545829042,-0.23372470409467816
PRU,0.08967134524057685,0.5215453194650818,-0.46410401634943627
PSA,0.06308738387043378,0.5418524021792966,-0.44979543413258377
PSX,0.11972747569395259,0.5267314702308628,-0.5139886727438582
PTC,0.10783716425590284,0.5344655344655345,-0.4237687995737971
PWR,0.08385287197108826,0.5218274111675127,-0.5050159027854862
PYPL,0.08955138040230337,0.5297473512632437,-0.39928035695992226
QCOM,0.08599386478764459,0.5182291666666666,-0.4913590542146987
RCL,0.2401486320113979,0.5195729537366548,-0.5378461343377009
REG,0.008496209844057967,0.5204708290685772,-0.5443629475824231
REGN,0.0862210438964377,0.5068912710566615,-0.5907615497973892
RF,0.10428270388754912,0.51340206185567,-0.3959899928174087
RJF,0.0633599006042731,0.5277227722772277,-0.42866570025502465
RL,0.020139349300793086,0.5127095727420227,-0.563902145953733
RMD,0.05329566404696884,0.5457694210786739,-0.478009348763921
ROK,0.13971405134432802,0.5175481957488878,-0.3740243335313222
ROL,0.10212314300146952,0.540057915057915,-0.2259274666196355
ROP,0.0660367174421197,0.5379807692307692,-0.3030062282906391
ROST,0.11473037732206026,0.5231503579952267,-0.34627378636514006
RSG,0.07624303359814966,0.545025931164545,-0.22890606378509232
RTX,0.04443398326243031,0.5267765190525232,-0.3858801953056363
RVTY,0.06659584479491887,0.5139381652306133,-0.3995439144669466
SBAC,0.026369012426977534,0.5282375851996105,-0.4249051971239451
SBUX,0.09031033984386827,0.5260890378171373,-0.3571740978295691
SCHW,0.10073916556348705,0.5130784708249497,-0.5441533730889431
SHW,0.1783083775578831,0.5383895131086143,-0.2963680753947348
SJM,0.005385922889027617,0.5188047398248326,-0.4763073947437983
SLB,0.033129561665923735,0.49108138238573024,-0.4246082249916239
SMCI,-0.056918320849043025,0.5131375579598145,-0.8815377295542443
SNA,0.08149260794161184,0.5208231259186673,-0.33494446544740714
SNPS,0.13601380847073186,0.5409452503509593,-0.3306026681924846
SO,0.05379409412593339,0.5335892514395394,-0.2573877827817454
SPG,0.05437036859261246,0.5304304799604156,-0.5508251084595162
SPGI,0.15274034462851205,0.5525716886663632,-0.2801333690081986
SRE,0.0552872531409665,0.526829268292683,-0.2873396483023359
STE,0.0796319416531095,0.5342130987292277,-0.37604519452821566
STLD,0.0833088425871864,0.5045381740523225,-0.38065226252628387
STT,0.010312717985541564,0.5091193329859302,-0.5633624260900127
STX,0.15640724640823045,0.5308381655245124,-0.49146773291817303
STZ,0.07670706956090734,0.5134357005758158,-0.29337016250944736
SWK,-0.003851890772843647,0.5127681307456589,-0.6370390928689249
SWKS,0.1242118104494443,0.5280040733197556,-0.6204619844414433
SYF,0.07150340439549185,0.5195402298850574,-0.425895127207617
SYK,0.021675146654272837,0.5191740412979351,-0.31370038760185254
SYY,0.053836654640033954,0.5242424242424243,-0.3949126088086462
T,0.006481849044873922,0.5314009661835749,-0.47193294253419826
TAP,-0.041046147130697874,0.48676957001102533,-0.6184965643785133
TDG,0.14742532858400392,0.5301861098502043,-0.3351474687290833
TDY,0.04332546689286909,0.5243373493975904,-0.5006573358041297
TECH,0.053143537349704895,0.5199370409233998,-0.4110323519844771
TEL,0.09496259972487708,0.5215897939156036,-0.3215198907020882
TER,0.16440604783944646,0.5329974811083124,-0.3547320118226958
TFC,0.07190722724685017,0.5144927536231884,-0.41298559045401073
TGT,0.11208656585076215,0.5245732022762545,-0.2846486627713059
TJX,0.10123505070024041,0.5262154432793136,-0.29210425275914115
TKO,0.1554042470050505,0.520703933747412,-0.45910446907681157
TMO,0.06719735899856971,0.5298363811357074,-0.3230952469852849
TMUS,0.08446847893737286,0.5173783515392254,-0.3763766469820363
TPL,0.284169168925102,0.5352040816326531,-0.4170936217037754
