Date,Close,Volume
,HBAN,HBAN
2010-01-04,2.2305898666381836,10462800
2010-01-05,2.279080390930176,21226600
2010-01-06,2.3396949768066406,18761000
2010-01-07,2.6003339290618896,66130600
2010-01-08,2.55790376663208,29869600
2010-01-11,2.6245784759521484,28307500
2010-01-12,2.5518431663513184,25239200
2010-01-13,2.6124558448791504,26868200
2010-01-14,2.6730706691741943,24295600
2010-01-15,2.594271659851074,17671600
2010-01-19,2.6063947677612305,15203200
2010-01-20,2.6003339290618896,20893700
2010-01-21,2.7458078861236572,63969900
2010-01-22,2.8427891731262207,61227600
2010-01-25,2.909464120864868,34705900
2010-01-26,2.788236141204834,45439900
2010-01-27,2.9579553604125977,34009000
2010-01-28,3.0246310234069824,40498900
2010-01-29,2.903402805328369,27561700
2010-02-01,2.9700777530670166,18652800
2010-02-02,2.988262414932251,35142400
2010-02-03,2.8549115657806396,41303100
2010-02-04,2.751868724822998,35832300
2010-02-05,2.80642032623291,25099500
2010-02-08,2.776113271713257,17834600
2010-02-09,2.8185434341430664,17433300
2010-02-10,2.8549115657806396,14027800
2010-02-11,2.903402805328369,16127900
2010-02-12,2.8367276191711426,13711900
2010-02-16,2.9215872287750244,14918600
2010-02-17,2.885218381881714,12692100
2010-02-18,2.8609728813171387,11941600
2010-02-19,2.9397714138031006,11149600
2010-02-22,2.988262414932251,16529800
2010-02-23,2.915525436401367,13714300
2010-02-24,2.9640166759490967,12362900
2010-02-25,2.909464120864868,10031300
2010-02-26,2.915525436401367,9186500
2010-03-01,2.909464120864868,7019800
2010-03-02,2.9276485443115234,11973800
2010-03-03,2.915525436401367,10153200
2010-03-04,2.915525436401367,5681800
2010-03-05,3.006446361541748,14761100
2010-03-08,3.006446361541748,12788000
2010-03-09,3.048877477645874,21012700
2010-03-10,3.1822261810302734,39935500
2010-03-11,3.2731471061706543,54603100
2010-03-12,3.3155782222747803,26892500
2010-03-15,3.279207944869995,22332300
2010-03-16,3.358151435852051,18207300
2010-03-17,3.4978220462799072,32758400
2010-03-18,3.3399341106414795,32948700
2010-03-19,3.2306289672851562,37237600
2010-03-22,3.3217172622680664,22213500
2010-03-23,3.327789545059204,24917400
2010-03-24,3.327789545059204,20073200
2010-03-25,3.3399341106414795,25154200
2010-03-26,3.3217172622680664,23286100
2010-03-29,3.3095719814300537,14392400
2010-03-30,3.285280466079712,11651500
2010-03-31,3.2731356620788574,16615500
2010-04-01,3.2731356620788574,11268500
2010-04-05,3.358151435852051,17259300
2010-04-06,3.552475690841675,37087600
2010-04-07,3.5767662525177,35276600
2010-04-08,3.582838535308838,29871500
2010-04-09,3.558549642562866,21108300
2010-04-12,3.6617825031280518,24430800
2010-04-13,3.4553134441375732,51725500
2010-04-14,3.570692777633667,31518700
2010-04-15,3.4917492866516113,24467800
2010-04-16,3.3763692378997803,45066500
2010-04-19,3.3338615894317627,33650200
2010-04-20,3.540329933166504,37734900
2010-04-21,4.001849174499512,118063900
2010-04-22,4.184027194976807,54644000
2010-04-23,4.354060649871826,55055600
2010-04-26,4.165809154510498,40319800
2010-04-27,4.056502342224121,35501300
2010-04-28,4.0868659019470215,29130000
2010-04-29,4.171881675720215,18829200
2010-04-30,4.105082988739014,28582700
2010-05-03,4.17795467376709,13053800
2010-05-04,4.0504302978515625,22622400
2010-05-05,3.9775588512420654,42628900
2010-05-06,3.7832353115081787,50405100
2010-05-07,3.6496376991271973,38180200
2010-05-10,3.9411208629608154,33560400
2010-05-11,3.935049533843994,32663800
2010-05-12,4.111157417297363,37676400
2010-05-13,4.105082988739014,29913000
2010-05-14,3.9654133319854736,33066600
2010-05-17,3.9471964836120605,22873800
2010-05-18,3.740727186203003,33016500
2010-05-19,3.7346537113189697,29417700
2010-05-20,3.552475690841675,45452700
2010-05-21,3.7893073558807373,38619300
2010-05-24,3.643564462661743,21195200
2010-05-25,3.619274854660034,31690200
2010-05-26,3.6496376991271973,16251900
2010-05-27,3.7893073558807373,15180400
2010-05-28,3.740727186203003,13165500
2010-06-01,3.6010568141937256,14126400
2010-06-02,3.7467987537384033,13098000
2010-06-03,3.710364580154419,12740600
2010-06-04,3.540329933166504,17932500
2010-06-07,3.382443428039551,17001800
2010-06-08,3.473532199859619,20253100
2010-06-09,3.467458486557007,18792500
2010-06-10,3.5889127254486084,18081800
2010-06-11,3.710364580154419,15897600
2010-06-14,3.6921448707580566,13577000
2010-06-15,3.8259646892547607,13169800
2010-06-16,3.7347240447998047,11437300
2010-06-17,3.6678152084350586,12376800
2010-06-18,3.6799800395965576,9631900
2010-06-21,3.6799800395965576,10427600
2010-06-22,3.6252384185791016,14987900
2010-06-23,3.558328628540039,12883700
2010-06-24,3.491419792175293,10764100
2010-06-25,3.649566650390625,13915100
2010-06-28,3.606989622116089,9919200
2010-06-29,3.424510955810547,20768900
2010-06-30,3.369767904281616,13381100
2010-07-01,3.302859306335449,23668500
2010-07-02,3.2481143474578857,12859500
2010-07-06,3.235950231552124,12537500
2010-07-07,3.5035853385925293,16188200
2010-07-08,3.4488422870635986,20838100
2010-07-09,3.594825029373169,9543200
2010-07-12,3.606989622116089,11026800
2010-07-13,3.746889591217041,13404100
2010-07-14,3.673898458480835,15680900
2010-07-15,3.7286410331726074,15875300
2010-07-16,3.485337018966675,21951700
2010-07-19,3.5096678733825684,15870400
2010-07-20,3.5400805473327637,19932600
2010-07-21,3.4488422870635986,23191900
2010-07-22,3.558328628540039,20907600
2010-07-23,3.6860620975494385,21301000
2010-07-26,3.838127851486206,17988500
2010-07-27,3.868542194366455,21655900
2010-07-28,3.7651376724243164,11909500
2010-07-29,3.6860620975494385,14894700
2010-07-30,3.6860620975494385,12296200
2010-08-02,3.8259646892547607,21543700
2010-08-03,3.819880723953247,11340300
2010-08-04,3.819880723953247,8707300
2010-08-05,3.819880723953247,8914700
2010-08-06,3.8016326427459717,10801100
2010-08-09,3.8502938747406006,13908500
2010-08-10,3.7225584983825684,16218400
2010-08-11,3.491419792175293,20166500
2010-08-12,3.436676502227783,14959100
2010-08-13,3.442758083343506,9625600
2010-08-16,3.3758504390716553,12644700
2010-08-17,3.3515193462371826,11775800
2010-08-18,3.3454365730285645,12591300
2010-08-19,3.2785279750823975,13762500
2010-08-20,3.2785279750823975,11129700
2010-08-23,3.2663638591766357,16993900
2010-08-24,3.162958860397339,16991700
2010-08-25,3.1568756103515625,14750400
2010-08-26,3.1507937908172607,10933000
2010-08-27,3.3089406490325928,13479100
2010-08-30,3.187288999557495,10033700
2010-08-31,3.223785161972046,11586800
2010-09-01,3.327188014984131,13098100
2010-09-02,3.4549243450164795,12620000
2010-09-03,3.4792540073394775,10087400
2010-09-07,3.3332722187042236,10282200
2010-09-08,3.5096678733825684,20518400
2010-09-09,3.564411163330078,18302400
2010-09-10,3.558328628540039,11190500
2010-09-13,3.698228597640991,16229100
2010-09-14,3.692145824432373,13017800
2010-09-15,3.6982390880584717,13766300
2010-09-16,3.588569402694702,34740400
2010-09-17,3.5337371826171875,12751500
2010-09-20,3.655590057373047,20366400
2010-09-21,3.60684871673584,15099800
2010-09-22,3.5215518474578857,12855800
2010-09-23,3.430161714553833,13092400
2010-09-24,3.5581071376800537,11225500
2010-09-27,3.4971811771392822,9814700
2010-09-28,3.4849960803985596,15220400
2010-09-29,3.43625545501709,10832200
2010-09-30,3.466718912124634,9614600
2010-10-01,3.4789042472839355,11581400
2010-10-04,3.4728102684020996,11350400
2010-10-05,3.6190335750579834,20134400
2010-10-06,3.588569402694702,12453300
2010-10-07,3.594663619995117,10269600
2010-10-08,3.57029390335083,7599700
2010-10-11,3.5459225177764893,8717300
2010-10-12,3.6190335750579834,8221500
2010-10-13,3.5824790000915527,14289900
2010-10-14,3.4910888671875,20604100
2010-10-15,3.466718912124634,21973400
2010-10-18,3.4971811771392822,8987200
2010-10-19,3.4910888671875,16961000
2010-10-20,3.411883592605591,27209900
2010-10-21,3.424067974090576,37946100
2010-10-22,3.466718912124634,14831900
2010-10-25,3.442347288131714,14655200
2010-10-26,3.424067974090576,14718200
2010-10-27,3.4728102684020996,10891400
2010-10-28,3.448439359664917,8836900
2010-10-29,3.448439359664917,8625400
2010-11-01,3.411883592605591,15263200
2010-11-02,3.3875129222869873,15711000
2010-11-03,3.43625545501709,9912200
2010-11-04,3.576385021209717,21447200
2010-11-05,3.6190335750579834,19343100
2010-11-08,3.6312193870544434,12013200
2010-11-09,3.564199686050415,14111400
2010-11-10,3.7226099967956543,14085700
2010-11-11,3.7530717849731445,15817600
2010-11-12,3.594663619995117,11854600
2010-11-15,3.6190335750579834,8817700
2010-11-16,3.5215518474578857,12529900
2010-11-17,3.460624933242798,7691400
2010-11-18,3.509366989135742,12749000
2010-11-19,3.4849960803985596,6310500
2010-11-22,3.4971811771392822,7769000
2010-11-23,3.3936057090759277,11210600
2010-11-24,3.424067974090576,7774700
2010-11-26,3.381420850753784,2175000
2010-11-29,3.5276448726654053,15097500
