Date,Close,Volume
,CHRW,CHRW
2010-01-04,41.52927780151367,822900
2010-01-05,40.668453216552734,2352700
2010-01-06,40.12956619262695,1685500
2010-01-07,39.74464797973633,1939600
2010-01-08,40.276527404785156,1332500
2010-01-11,40.39551544189453,1227300
2010-01-12,39.88462448120117,1425700
2010-01-13,40.11555862426758,1513300
2010-01-14,40.32551956176758,818100
2010-01-15,40.39551544189453,1592400
2010-01-19,40.68246078491211,1061200
2010-01-20,40.4375,1157700
2010-01-21,40.33252716064453,1659200
2010-01-22,40.13656997680664,1558100
2010-01-25,40.21355056762695,1167300
2010-01-26,39.96159362792969,1347100
2010-01-27,40.21355056762695,881300
2010-01-28,39.569679260253906,1173200
2010-01-29,39.63267135620117,1527800
2010-02-01,40.17155075073242,981500
2010-02-02,40.1855583190918,1470300
2010-02-03,37.47012710571289,8727300
2010-02-04,37.26716995239258,3974300
2010-02-05,36.70027542114258,2833000
2010-02-08,36.448341369628906,2046300
2010-02-09,36.86125564575195,2709800
2010-02-10,36.28036880493164,1904200
2010-02-11,37.162174224853516,2533300
2010-02-12,36.47634506225586,2414800
2010-02-16,36.91724395751953,1511000
2010-02-17,37.092193603515625,1345300
2010-02-18,37.022212982177734,1032000
2010-02-19,37.442138671875,1768100
2010-02-22,37.90403747558594,1625500
2010-02-23,37.4841194152832,2650100
2010-02-24,37.56810760498047,1822500
2010-02-25,37.43512725830078,1612200
2010-02-26,37.32316207885742,1701400
2010-03-01,37.4841194152832,2163600
2010-03-02,37.23917007446289,1597700
2010-03-03,36.894630432128906,2205500
2010-03-04,37.035255432128906,1610000
2010-03-05,37.443092346191406,1621000
2010-03-08,37.49230194091797,1488500
2010-03-09,37.54153823852539,1060200
2010-03-10,37.738407135009766,1695600
2010-03-11,37.59075927734375,1975500
2010-03-12,37.87904357910156,1710800
2010-03-15,37.88608169555664,1651000
2010-03-16,38.87049865722656,3479600
2010-03-17,39.151771545410156,1992300
2010-03-18,39.784610748291016,2114600
2010-03-19,39.79865264892578,3059500
2010-03-22,39.53848648071289,1451200
2010-03-23,39.67911911010742,1303900
2010-03-24,39.461143493652344,1293800
2010-03-25,39.13066101074219,1779900
2010-03-26,39.067378997802734,1545600
